ID,Text,Offensive,HateSpeech,Vulgarity,Violence
9520,دخل عالم الشاشه الصغيره  دراما تنعرض على التليفزيون URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9521,في عز مانت متعصب ومش طايق نفسك . يطلعلك التافه ده هيجيبلي شلل  @USER,OFF,NOT_HS,NOT_VLG,NOT_VIO
9522,@USER لا هذي خطيييره هههههههههههههههههههههههههههههه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9523,RT @USER امشي ندبحها لنوارتي,OFF,NOT_HS,NOT_VLG,NOT_VIO
9524,بذا الزمن كلهم متساوين بقله الادب والله URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9525,احب صراحته URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9526,انا نفسي م تهمني يعني عادي اتروش واطلع للمكيف ، اكل واشرب اشياء مضره ، اخاطر وانا عارفة النتيجه ، ف اذا اهتميت فيتس الله يعافيتس قدري اﻻهتمام ﻻ اهفتس .,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9527,@USER  والله العظيم ليت الكف ذا على وججيه الهمج اللي مايستحون,OFF,NOT_HS,NOT_VLG,VIO
9528,ووويع اللي مع معدد كيف متصالحات مع نفسهم  #سعودياتxنطلبxاسقاطxالتعدد٦٠٠,OFF,NOT_HS,NOT_VLG,NOT_VIO
9529,وش ذا المنظر URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9530,فاضل شهرين و شهر فبراير يخلص,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9531,"@USER هلا بنت الفيروز نور لتويتر صباح الخير  
أنا أقول الفيروزية ما في مثلها بس الزين مووووودري ليش حاطة لها العداوه وحاطه لها  في الماي",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9532,@USER هذا ⬅️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9533,@USER يع والبراطم المنتفخة يع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9534,"RT @USER #حسيت_انك_غبى_امتى 
مفيش حاجة اسمها غباﻋ
والدليل غامبول  URL",OFF,NOT_HS,NOT_VLG,NOT_VIO
9535,"RT @USER تخيل تتجوز وحده حنونه 
وتقولك حبيبي أمانه تزوج صاحبتي والله مسكينة",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9536,هو صدق وسيم بس والله عيب الي يسوونه البنات من قلة الحياء ماتمسك نفسها  #بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9537,RT @USER حمد المهندي توك من شهر محتشر وقفوها عند حدها و ومانرضى احين صارت من بناتنا؟ شهالتناقض اللي فيك  بنتك انت مب بنتنا  #بناتنا_خط_…,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9538,باردو &amp; اوزاريو  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9539,@USER جداً,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9540,"#بايع_الكليجا
الوقت هذا مابقى غير يتغطا الرجال عشان يفتك من شرهم",OFF,NOT_HS,NOT_VLG,NOT_VIO
9541,"#بايع_الكليجا
ذوقكم في إنحدار",OFF,NOT_HS,NOT_VLG,NOT_VIO
9542,"المسؤليه عند بعض الناس عامله زى زرار التحكم فى ناس مش عارفه تتحرر منها بتربط بتجبر وناس تانيه جبلات مفهموهاش والاصح متربوش عليها بيرموها على حد غيرهم او يتناسوها كائنات لزجه وكمان بيرمو نفسهم ويبقو جزء كبير من المسؤليه
طب اروح فين واجى منين",OFF,NOT_HS,NOT_VLG,NOT_VIO
9543,RT @USER مين انت علشان حياتي تقف عليگ .. شاورما مثلاً؟!,OFF,NOT_HS,NOT_VLG,NOT_VIO
9544,#بايع_الكليجا يععععع يعععععع يعععععع هذلن حريم هذلن‼️,OFF,HS6,NOT_VLG,NOT_VIO
9545,"#لدغة_قاتلة 
بعد الإجراء الذي اتخذه الكيان المسخ 
بالقدس بالتضيق على الكنائس 
الذي يهدف إلى إضعاف التواجد المسيحي بمدينة القدس وهذا يخرق الالتزامات الدولية 
تقرر إغلاق وقفل باب كنيسة القيامة حتى إشعار آخر  URL",OFF,HS1,NOT_VLG,NOT_VIO
9546,@USER ضروري من الطقوس في هذا المجتمع القائم على النفاق الاجتماعي,OFF,HS1,NOT_VLG,NOT_VIO
9547,في توصيل المدرسة ؟؟  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9548,@USER هالبحرين بالذات لاتاريخ ولا كرامه كل حياتهم نهب وبوق,OFF,HS1,NOT_VLG,NOT_VIO
9549,من وين له الحلا الله يزيدنا عقل بس لا حلو ولاشي#بايع_الكليجا,OFF,NOT_HS,NOT_VLG,NOT_VIO
9550,وراي وراي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9551,"RT @USER تخيل تركب مع واحد احول  

وهو إلي يسوق وتقولہ 

انتبہ من التريله اللي قدامك 

ويقولك م عليك بدخل من بينهم 

ههههههههه",OFF,HS4,NOT_VLG,NOT_VIO
9552,"RT @USER مايكل جاكسون
ميت
ويحطون هدايا ع قبره

_وانا عايشه ومدري شو اقول؟؟؟
خنقتني العبره",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9553,"RT @USER هنا عز طالع سمين شوي الحين صار نحيف

#سنابات_عز_بن_سعيد 
 URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9554,"@USER حسبنا الله ونعم الوكيل 
حسبنا الله ونعم الوكيل 
حسبنا الله ونعم الوكيل 
القانون لا يحمي المغفلين",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9555,@USER لا اسمحيلي اختي ماتمثلنا بتاتا هي تمثل نفسها فقط,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9556,"#بايع_الكليجا
سبحان اللي رزقه الهيبه والرجوله والثبات 
-
رغم والله أشوفه شخص عادي بس لفتني فيه عقله الكبير....
 وتجاهله الخروفات اللي حوله",OFF,NOT_HS,NOT_VLG,NOT_VIO
9557,@USER ههههههههههههههههههههههههههههههههههههههههههههههههههههههه نعم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9558,@USER والبرد بدأ يتولي السيطره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9559,"ترا مايتروش ولا يغسل اسنانه
هذا هو الحاجز بين حبنا URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9560,@USER امشي...  تنوم فيك عمارة,OFF,NOT_HS,NOT_VLG,NOT_VIO
9561,@USER الله يخرب بيتها اللي تخرب بيوت المسلمين وتفتنهم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9562,"RT @USER أيتها الأنثى​

توقفي عن تعذيب نفسك بسؤال : 
ياترى ماذا يفعل الآن ؟! 

*خليه يغيب* !! 

يا منخمد
يا يعبي كرشه 
يا جالس مع…",OFF,NOT_HS,NOT_VLG,NOT_VIO
9563,"#بايع_الكليجا 

-
 المفروض ذا يتم تكريمه على صبره 
لانه واضح متأزم من وضع القرف اللي حوله",OFF,NOT_HS,NOT_VLG,NOT_VIO
9564,"RT @USER #الفيحاء_الاهلي

ثبت رسميا الاهلي نادي الضفادع بإعترافهم شوفوا اللاعبين اللي ع اليسار

على المستنقع ياطحالب 
 URL",OFF,HS3,NOT_VLG,NOT_VIO
9565,"RT @USER الرجل السوداني لو قلت ليه أسد بفرح أما لو قلت ليه حيوان يزعل واحتمال يجيك بوكس 
طيب الفرق بين الاسد والحيوان شنو ال…",OFF,NOT_HS,NOT_VLG,NOT_VIO
9566,حاطين زعفران بالقهوى وش جوهم هالمصارية قهوى بزعفران,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9567,"ياريت قبل ما اتجونا اتكلمونا ع التلفون

مش طريقة را
إيدي رقدن وأنا إنزقب في خوي مع الروشن ع خاطر بشكوط وعصير",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9568,RT @USER هههههههههههههههههههههههههههههه الاعتراف بالحق فضيله URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9569,@USER احلفي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9570,@USER لعنه عليهم انجلطت هالصبح .,OFF,NOT_HS,NOT_VLG,NOT_VIO
9571,"@USER فتحة العدسة نفس ماهي 2.0
شاشة قديمة lcd
إطار شالو ربعه بس
مكان العدسة والبصمة نازلين
شالو منفذ السماعات
زادو سعره!

احبطتنا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9572,@USER ايوة الله هذي  لالالا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9573,يمكن ما افهم في دي المواضيع بس المعروف  (امساك بمعروف او تسريح باحسان) ما يحتاج تفضح الحرمه  #مهجوره_اربع_سنه_اريد_فك_قيودي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9574,ذوق المجتمع كل ما له يدحدر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9575,اخيرا URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9576,"#بايع_الكليجا

ليت ابو جهل عايش",OFF,NOT_HS,NOT_VLG,NOT_VIO
9577,@USER اقسسسسم بالله مصصصضخره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9578,@USER يالله انتم مررررره فخمييين محد قدكم تحبون الايفون  ياربي قد ايش انتم ناس ذوووق,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9579,اخلصي علينا يا فاطمه مب صاحي ساعه فحوصات☺️ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9580,"RT @USER -بس انا عندى وجهه نظر مختلفه 
= ربنا يخليهالك يا باشا .. ربنا يخليهالك",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9581,@USER ذهب عشان القرود الي زيك ريحتهم فاحت,OFF,NOT_HS,NOT_VLG,NOT_VIO
9582,"#بايع_الكليجا
المضحك باالموضوع وحده خقت عليهوشهرته وخلتكم كلكم مشيتوا على ذوقها وصياعتها ودشرتكم ياالداشرات اقصد ياالقطيع",OFF,NOT_HS,NOT_VLG,NOT_VIO
9583,@USER حسبي الله عليهن انا استحيت وانا مالي دخل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9584,@USER هدوء، انا هنا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9585,@USER اشبك خلاص لا تاكلين عني مرسي اوي اعرف بيجيك شي في بطنك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9586,"@USER خيرررررررررررر عيوووووووووني  لحظه دقيقه اصف على جنب عشان اعرف افرش الملايه واردح اخاف المرور يصيدوني

 وراجعة لك لا تروح مكان انطرني  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9587,@USER ايوا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9588,#بايع_الكليجا بنات اليوم قليلات ادب فضحتونا,OFF,HS6,NOT_VLG,NOT_VIO
9589,"RT @USER فيه احد جرب ياخذ من food track 
الي موقفه بعد جامع السلطان #عبري
احس فيها شي حلو URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9590,"RT @USER عمرها ١٣ سنه وكاتبه الخيانه تأتيك من اقرب الناس اليك 
.
شكل ابوها ماسح قناة طيور الجنه",OFF,NOT_HS,NOT_VLG,NOT_VIO
9591,مشكلة اللي مو شايف خير شخص عادي جدا بس قليلات الادب يدورن سبب يبررن فيه وصاختهن  اول مره اشوف بنات يتجمعون على رجال بحجة انه جميل وووووجع  #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO
9592,@USER ييععع اكرهها تلوث سمعي مدري ايش الفايده منها,OFF,NOT_HS,NOT_VLG,NOT_VIO
9593,@USER الوجه كَأنَوتعبت,OFF,NOT_HS,NOT_VLG,NOT_VIO
9594,@USER كل عام وانتي معي يروحي ️ أجمل زقة ف حياتي ️️️️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9595,RT @USER الشبابيين جلدوا الأهلي فالقانون وفالملعب وفالمدرج !!! وتركوا لهم لعبة المكتب القذرة,OFF,HS3,NOT_VLG,NOT_VIO
9596,@USER مشكوره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9597,ماذاكرت وبديت  اروق وهذا شي يخوف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9598,"بستغرب في ناس بتزعل عشان فلان 
ما  بيرد سريع 
احتمال مشغول
او مافاضي يرد عليك
لان عندو حاجات اهم منك
او احتمال عندو نفسيات
رد فلان  اسي ولا سنه جايه 
صدقني ي فردتي ما ح يفرق معاك",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9599,"@USER هموت من الضحك يا منى اللحقيينى
قوليلو ميقولش حاجات تضحك تانى عشان ممكن نموت من كتر الضحك",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9600,ياررب هو الرسم مقرف معايا ليه سكشني الوحيد اللى متأخر ولما ناخد احضر جدول يوم تاني وانسي ان عليا رسم وانسي الأدوات !!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9601,@USER دووووم يارب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9602,لهدرجه وصلت قلة الحياء فيكم  #بايع_الكليجا,OFF,NOT_HS,NOT_VLG,NOT_VIO
9603,- ماهو انت متسبش وردك دبلان ولما يسقية حد غيرك تزعل !!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9604,@USER شكلها كذا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9605,"تابعني عشان زياده متابعين وررربي اصلخك  #سبام اخليك ماتعرف من وين تاكل 

#شهالناس",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9606,ياخساره توثيق الحساب فيهم  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9607,رحت اسوي رياضه في احد الحدائق احياء في جنوب الرياض و من شفت المنظر عفت المكان ..,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9608,هالمستر يخليناا نحل كامل الكتاب و هو يجلس يشوف معرف وش ف اللاب بذبببحهه و انا حاضره و مسولي ابسنت كلب هههيوان نفر,OFF,NOT_HS,NOT_VLG,NOT_VIO
9609,@USER ما تقدر تقول الا الله لا يبلانا مما ابتلاهم ما ندري بعدين الا نصير مثلهم نلاحق أشخاص عشان اشكالهم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9610,"RT @USER هـــاي كلابي المطيعة 
رقمي للي عاوز يتواصل معايا #01091035263
#شروطي ⬇️
#سيشن_فون_كارت50_فودافون
#سيشن_لايف_كارت100فودا…",OFF,NOT_HS,NOT_VLG,NOT_VIO
9611,"@USER صباح الخير☺️ ثم لا عاد تشوف عيني تغريدة لك فيها حلطمة على أهل الفقه 
أو خصصي قولي القلة منهم إيش ذنب اللي ما لحقتي عليهم هاه!
ياهذه اليومين أهل الفقه وأصوله اللي تقولي عنهم أغلظ أفئدة وشريرين؛ أكرموني أكرمهم الله ورفع قدرهم، وأسعدوني أسعدهم الله وجبر خواطرهم",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9612,"RT @USER تطلع وماتسكر الباب؟
عادي ألحقك لين الصاله
 وأسحبك لين الغرفه عشان تسكره 

ياقليل الأدب",OFF,NOT_HS,NOT_VLG,NOT_VIO
9613,@USER مستفز .,OFF,NOT_HS,NOT_VLG,NOT_VIO
9614,@USER انا مشعارف حاجه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9615,اغث اختبار ع وجه الارض .,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9616,@USER قليل ادب لا وكاتب سبحان الله وبحمده واخلاقه زفت,OFF,NOT_HS,NOT_VLG,NOT_VIO
9617,@USER حلك بطنك بلا حلك بطنك اجل يدربون على توفير مقابر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9618,@USER والله مافيه نقطه الجمال عشان الهمج يسوون كذا الله لايبلانا,OFF,NOT_HS,NOT_VLG,NOT_VIO
9619,@USER كله منه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9620,@USER جيت ابي اسبه معك بس ماطاوعني قليبي .. جعلني والله يد البلاستيششن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9621,@USER عودشبككك بس,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9622,@USER اممممين⚡️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9623,@USER الزين من الله ...والهمجيه من المتجمعات ...وكأنهن بحديقة حيوانات,OFF,NOT_HS,NOT_VLG,NOT_VIO
9624,"أتمنى يرى كلامي أو يوصل له
أتق الله وفرّ بدينك من صويحبات يوسف
والله العظيم كلام الساقطات يندى له الجبين و رأينا من عرضت نفسها الرخيصة بلا مُقابل {وقالت هيت لك}
الغنم طلعت من الشبك والتمت عليك 
دور لك شغلة زباينها رجال وحط مكانك بنقالي ماعليك بيموووتن عليه 
#بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO
9625,@USER بامسي رفع ضغظي بالحلقه الفاتت هو والغبي الثاني السلطان,OFF,NOT_HS,NOT_VLG,NOT_VIO
9626,RT @USER علشان يخافوا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9627,"@USER عسى بس التكفخ والتصطرّ جاب فايدة معك وطلعت متفوق ( حافظ جدول الضرب وكم كلمة افرنجي ذسس اوندو ذسس ادور )
وصرت خريج جامعة او تصطر ع الفاضي",OFF,NOT_HS,NOT_VLG,NOT_VIO
9628,@USER رووووعه ابداااع ️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9629,@USER نابح نابح .. فنباحك طرب,OFF,NOT_HS,NOT_VLG,NOT_VIO
9630,"#بايع_الكليجا
الله يثبتنا بعقولنا بس م شفتو خير ي وجيه بت فهره",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9631,"RT @USER قالها : أحبك 
قالت: وش الدليل 
قال: أنا قدام بيتكم جاي أخطبك 
الصلاة ع محمد ولد من ذا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9632,@USER ليش من كتر الرسايل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9633,لا تمدحون اليحيى الحين يزعجنا  #حياتك23,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9634,"RT @USER بالله عطوني اكبر مقاس
راحوا الرقاله  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9635,@USER دهنت عمو حسن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9636,"#بايع_الكليجا
يلعنم الوقاحه ..
عيب عيب استحوا",OFF,NOT_HS,NOT_VLG,NOT_VIO
9637,#twd اخر سيزون كان ١٠٠٪ من كل ناحيه والحين عكسه بالضبط ... خلاص ما عاد ابي اتفرج,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9638,"كل المطالبات بإسقاط الولايه أو المطالبات بالتجنيس إما متجنسات ويبغون يجنسون جماعتهم  أو أجنبيات حاقدات وحسودات وتبغى تشوف كل النساء مثلها والعياذ بالله ..
#سعوديه_الاصل_و_المنشا",OFF,HS1,NOT_VLG,NOT_VIO
9639,RT @USER #بايع_الكليجا الشكل والجمال مو كل شي من شفته حاط لوحه اشتر ثم صور غسلت يدي شخص انتهازي استغل شكله وعطيتوه اكبر من حجمه غبيات,OFF,HS6,NOT_VLG,NOT_VIO
9640,"@USER يلعن ام الاستشراف اللي يفقع الكبد يا ناس قالك عندي مبدأ  ..
شوفوني هنا يا بنات ...
كيفني وانا متحرر و ادافع عن المرأه ...
بأختصار البنات م بتعطيك وجه على وجهة نظرك الخرا ..
و الشباب يشوفونك مجرد خروف ..
عبثا تحازل يا خروف فلن تسوقها علينا يا خروف ...
وبس ..
#بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO
9641,RT @USER انتي كلبه من فصيلة ناااااادره .. ‼️وابنة سقط القوم وخائنها .. ابنة من أضعف الاسلام والمسلمين ‼️وابنة من تآمر مع الخبثا…,OFF,HS6,NOT_VLG,NOT_VIO
9642,@USER الله يلعنهم يارب بلككككككهم اخس نوعيه ذول,OFF,NOT_HS,NOT_VLG,NOT_VIO
9643,"#بايع_الكليجا

والله   المراهقات  ماعاد تركوو الرجال بحالهم 
يلا  ياشباب اانتبهوو ع  اانفسكم  عديمات  الاخلاق
والتربيه  صارو مايهمهم  شي  ولاع  راسهم  رجال 
الله  ياخذكم  فضحتوناا عسساكم  االمااحي",OFF,HS6,NOT_VLG,NOT_VIO
9644,الكومنتات في تويتر صارت نفس كومنتات الانستا كله دعايات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9645,انا اعرف منين انا بقولك قرب منهم شوف انت  — اوك.. URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9646,يالهي شفيكم يبنات اثقلوا حلايا وجه عاد #بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9647,والله قلة حيا و قلة ادب كل الي صورو الرجال من الحريم خفيفات عقل... #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO
9648,@USER الحمدلله إني من عُشّاقه..,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9649,"للجادين  منو يبي امصله اليوم سريع سريع  ممكن دفيع جاد فحل كويتي توب كويتي بوث كويتي  يديثني يهيني 
ل بوتوم كويتي سالب كويتي خنيث كلب ممحون  ديوث كويتي",OFF,NOT_HS,VLG,NOT_VIO
9650,@USER شكلها,OFF,NOT_HS,NOT_VLG,NOT_VIO
9651,عاادي حط عالشلال بس امنعنا من الحوض ينرفزني‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9652,@USER يصير زق فديت زقاقته والا يجيك زق مروح ماتدرين على ايش شايف نفسه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9653,@USER وعليتشم السلام,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9654,حشى ماني متحسفه بداله مين الف مين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9655,@USER والله ما سويتم خير لا في الطلاب ولا فينا ناكل تراب ونحتسب الاجر  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9656,"قالوا : تناسىٰ..
قلت : حموه ؟
       كيف التناسي وفي الأرجاء ثيران.؟!",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9657,@USER خبر عاجل تراكم غثيتونا باعادة تغريد الحساب حق اخبار الوطن يعني مو معقول نقرا الخبر ستين مره  شوفوا حل للمشكلة والا ترى اغلب المتابعين طفشوا من اعلانات الحسابات هذي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9658,من اول اقول من شان وجهه شانت اخلاقه هذا الاشهب ابو براطم سود يبي يموت غيره  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9659,ده تحوير ده عااامل عبيط وبيستهبل قصدك  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9660,"#بايع_الكليجا

سمعتك يالخايسه خليتيها بالتراب",OFF,NOT_HS,NOT_VLG,NOT_VIO
9661,RT @USER هيدي صورة عن المجتمع المدني و نفاق المجتمع المدني لي مش شايفين غير سعد الحريري بوجهن  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9662,"#بايع_الكليجا
 ماطقه الزين",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9663,@USER بهزيمة الايمان الدوري للهلال,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9664,المنظر مقرف جداً  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9665,"اُريد أن اوجّه نصيحة في غاية الأهمية
أخي الشاب العاقل.. احرص أشد الحرص على أن تنتقي المرأة المتصفة بالحياء ، دع شرط الجمال والباقِ فـ سوف يجمّلها الله في نظرك إذا تحلّت بالحياءفـ نحن في زمن قل فيه الأناث #بايع_الكليجا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9666,@USER بس شد حيلك ياكبساوي وجلد روسيا الأول!! والارجواي وبعد كده نتفاهم,OFF,HS1,NOT_VLG,NOT_VIO
9667,المدير من السبعة الصبح يعطي في التعليمات حتي حفتر في عز عز الحرب ماحكش هكي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9668,"#سنابات_فارس_البشيري
تشوفوني",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9669,RT @USER سيبال مقعد غضب الله كله في وجهه الودر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9670,"#افضح_معنفك
لما كنت اولى ابتدائي صكتنى الابله كف ع وجهي وانا سرحانه عشان ملت عن الطابور حقي وماوقفت مزبوط...الى الان مانسيتها ...اتوقع هى اول وحده بالحياة تصكنى الكف",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9671,"@USER بللل مو نعلة المسجد يعني بعد!!! 
صق تخلف!
قلت نعمة المسجد هينة مو الاوادم عاد !!",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9672,"@USER سبحان الله ناس تجري و راها الشهره 
و ناس تجري و را الشهره 
العالمية تعني اكسو 
 #EXOL #BestFanArmy #iHeartAwards @USER",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9673,@USER كافي إليّ صار مانبي يصير هينا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9674,@USER وش يسوي الجوال عندك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9675,"@USER  
انا ملاحظة انك انتشرتى ع التويتر اليومين دول بزيادة  اهدى شوية ياحبيبتى ف ميد قرب ودرجات هنتحاسب عليها وليلة كبيرة اوى سعادتك  وقد زعرر من بعتر",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9676,@USER لو انا من البنات يرفعون عليه قضيه ولد النعجه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9677,@USER ياهوه روقنا من وجه سمح لهذا نكذب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9678,@USER شدخل الكليجا الحين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9679,@USER وين الحضارة والثقافة ذا حتى النظافة من الإيمان,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9680,@USER أنا مب خبير في هالأشياء,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9681,"اشوفه. عادي زي غيره.  بعض البنات زودوها وفشلونا. عيب

 #بايع_الكليجا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9682,الصياح والدراما تلفت الانظار عليك أكثر حينما تعجز عن إثبات انك لاعب مؤثر بمستواك ، الصياح يمارس طقوسه  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9683,@USER مشترك خدمة تويتر لامحدود وصار عندي ضعيف النت في تويتر فقط وباقي البرامج النت قوي ليش كذا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9684,@USER تقصدني هههههههه توني افهم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9685,"RT @USER  اذا رغبت ان تذكر الجعربي انه لازال عبد وسيعود عبد
ذكره فقط بهشتاج
#رحيل_الإمارات_مطلبنا

تلاقيه اقتلب وحمر وصفر
وبعضهم من…",OFF,HS1,NOT_VLG,NOT_VIO
9686,@USER الصورة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9687,@USER يتعلم ماذا، سرقة غاز الشعب الفلسطيني مثل ما فعل الخسيسي؟ URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9688,@USER هههه يالك من مخنث صغير,OFF,NOT_HS,NOT_VLG,NOT_VIO
9689,@USER ليش مو عجبك الحب حقي  طايح من عينك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9690,@USER هاج هاج اخذي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
