HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated_tweet
2121,sah les renois elles ont de ces corps c est trop,abusive,direct,anger_confusion_sadness_indifference,origin,other,sah the renois they have these bodies it’s too much
2122,@user @user @user @user @user @user @user reportage sur les clubs français en coupe d’europe gros mongol,offensive,direct,shock,other,individual,@user @user @user @user @user @user @user report on French clubs in the big Mongolian European Cup
2123,@user si tu en vois 2 et ils ont des têtes de rebeus,offensive,indirect,indifference,origin,arabs,@user if you see 2 and they have rebel faces
2124,@user @user @user c...est vous qui parlez de vue gauchiste avilissante. pas moi. vous associez cette... @url,normal,indirect,shock,other,left_wing_people,@user @user @user you are the one talking about a demeaning leftist view. not me. you associate this... @url
2125,ceci ne donnet il pas justement raison zemmour ? et c'est un proche de macron qui prend la tete du terrorisme in… @url,abusive,direct,shock,origin,indian/hindu,Does this not prove Zemmour right? and it is a close friend of macron who takes the lead in terrorism in… @url
2126,ahahaha le psg ça fait les beaux en ligue 1 mais alors en ldc ching chong,abusive_disrespectful,direct,anger_confusion_fear_shock_indifference,origin,individual,ahahaha psg looks great in league 1 but then in ldc ching chong
2127,@user ainsi qu'une lettre de recommandation d'un gauchiste chaud près de chez toi,disrespectful,direct,sadness,origin,indian/hindu,@user plus a letter of recommendation from a hot leftist near you
2128,@user ahah lache pas bernier est des annees lumieres de trump comparer la droite politique de trump bernier est gauchiste ....,fearful,direct,sadness_disgust,origin,indian/hindu,@user ahah don't give up bernier is light years of trump compare the political right of trump bernier is leftist....
2129,@user je l’écoute ce soir le sien j’me suis attardé sur celui de takeoff et celui de metro en collab avec 21savage et travis scott,normal,indirect,indifference,other,other,@user I'm listening to his this evening I focused on the one from takeoff and the one from metro in collaboration with 21savage and travis scott
2130,@user aller aller sale arabe y’a aucune générosité avec vous salut.,abusive,direct,sadness,origin,indian/hindu,@user go go dirty Arab there is no generosity with you hello.
2131,voté... @user raconte sur le @user une journée d'élections en eswatini dernière monarchie… @url,offensive,direct,fear_indifference,origin,other,voted... @user recounts on the @user a day of elections in Eswatini last monarchy… @url
2132,voilà qui démontre bien l'hypocrisie de la gauche... pas plus haineux et violent qu'un gauchiste extrémiste! @url,normal,indirect,sadness,other,left_wing_people,this clearly demonstrates the hypocrisy of the left... no more hateful and violent than an extremist leftist! @url
2133,@user  decerebre gauchiste,offensive,direct,anger_confusion_shock_indifference,other,left_wing_people,@user decerebre leftist
2134,@user @user @user machin à lunettes va se faire une fois ramasser par des migrants et il pleurera. fran… @url,normal,indirect,anger_indifference,origin,immigrants,@user @user @user thing with glasses is going to get picked up by migrants one time and it will cry. fran… @url
2135,@user donc je recapitule ! le gauchiste est pour la hausse du carburant et diverses taxes macroniennes po @url,disrespectful,direct,indifference,origin,other,@user so I'll recap! the leftist is for the increase in fuel and various Macronian taxes po @url
2136,@user alorsnoui,abusive,direct,anger_confusion_sadness_indifference_disgust,origin,other,@user aussinoui
2137,@user waouh 1 abonné. je suis impressionné le mongol,offensive,indirect,sadness,other,individual,@user wow 1 follower. I am impressed Mongolian
2138,mais bon au moins le programme et largement plus intéressant c’est pas le programme de mongol du lycée ou mm pti… @url,offensive,direct,indifference,other,other,but hey at least the program and much more interesting is not the high school Mongolian program or mm pti… @url
2139,@user @user désolé je savais pas que t'étais attardé alors là je suis vraiment désolée tu veux de l'argent ?,offensive,direct,anger_shock_indifference_disgust,disability,individual,@user @user sorry I didn't know you were retarded so I'm really sorry do you want some money?
2140,askip les renois est des sauvages émotives. ah ok,offensive,direct,indifference,origin,other,askip the renois are emotional savages. oh ok
2141,qui est ce blanc qui accepté de jouer dans ce clip ?? un insoumis??? un bien pensant gauchiste?? @url,offensive,direct,shock,origin,left_wing_people,who is this white guy who agreed to star in this clip?? a rebel??? a right-thinking leftist?? @url
2142,@user putain j...ai ri jsuis attarde,offensive,indirect,sadness,other,individual,@user damn I...laughed I'm late
2143,@user @user idai seu mongol,offensive,indirect,shock,origin,asians,@user @user idai seu mongolian
2144,@user pauvre attardé,offensive,indirect,shock,other,special_needs,@user poor retard
2145,@user @user @user oui je parlais des gens qui m'ont traité de sale arabe ou de blanche ou ap… @url,offensive,indirect,sadness,origin,arabs,@user @user @user yes I was talking about people who called me a dirty Arab or white or ap… @url
2146,mon petit frère qui raconte qu'un russe à dit sale arabe à un garçon du collège,hateful_normal,direct,confusion_sadness_shock_indifference_disgust,origin,arabs,my little brother who says that a Russian said dirty Arab to a boy at school
2147,la chasse aux justes passait déjà par le harcèlement juridique: perte de temps; perte d'énergie; perte d'argent pou… @url,abusive,direct,indifference,origin,indian/hindu,the hunt for the righteous already involved legal harassment: waste of time; loss of energy; loss of money for… @url
2148,@user et présente ça aux médecins gynécologues qui sont contre l’avortement avec comme slogan « tu veux p… @url,normal,indirect,indifference,other,other,@user and present this to gynecological doctors who are against abortion with the slogan “you want to… @url
2149,@user @user @user l'islamisation de la france est bien plus avancée dans certaines parties du territ… @url,fearful,indirect,indifference,religion,muslims,@user @user @user the Islamization of France is much more advanced in certain parts of the territory… @url
2150,les feujs qui valident zemmour c’est les cousins des rebeus qui valident bassem,fearful,direct,anger_fear_shock_indifference_sadness,origin,individual,the feujs who validate zemmour are the cousins ​​of the rebeus who validate bassem
2151,les meuf renois sur twitter vous êtes les pires cancers cachez vous @url,abusive,direct,anger_indifference,origin,left_wing_people,Renois girls on Twitter you are the worst cancers hide @url
2152,t’etais pas à ivry avec un renois tout à l’heure ? — dans la cave la ? @url,abusive,direct,confusion_fear_indifference_sadness,origin,other,Weren’t you in Ivry with a Renois just now? — in the cellar there? @url
2153,@user @user @user @user @user tiens une fiotte gauchiste.. excusez le pléonasme.,abusive_offensive,indirect,shock,origin,left_wing_people,@user @user @user @user @user hold a leftist jackass.. excuse the pleonasm.
2154,@user @user je reste sceptique sur les solutions très tranchées lorsqu’on ne s’attarde pas complèt… @url,normal,indirect,indifference,other,other,@user @user I remain skeptical about very clear-cut solutions when we don't focus completely... @url
2155,y’a que des prénoms velouté qui font pas trop arabes en réponse,offensive,indirect,shock,origin,arabs,there are only velvety first names that don't sound too Arabic in response
2156,@user c un peu écris ds le tn mongol,abusive,direct,sadness,origin,other,@user c a little write in the Mongolian tn
2157,@user @user sont completement attardé ou quoi,offensive,indirect,indifference,other,individual,@user @user are completely retarded or something
2158,nos rebeus ont du talent. un monde d’ecart entre eux et nous. heureusement que papi aulas est la pour réinverse… @url,fearful,direct,fear_shock_indifference_sadness,origin,individual,our rebels have talent. a world of difference between them and us. fortunately papi aulas is there to reverse… @url
2159,qui claque* mongol d'autocorrecteur,offensive,direct,indifference,origin,other,that slams* mongolian autocorrector
2160,« twitter est devenu un lieu de haine de violence »…,abusive,direct,anger_fear_shock_indifference_disgust,origin,other,“Twitter has become a place of hatred and violence”…
2161,@user vous croyez vraiment ou vous répétez n'importe quoi qui se dit sur le net ? ce site est complotiste antisémite et délirant !,normal,indirect,shock,religion,jews,@user do you really believe or repeat anything that is said on the internet? this site is anti-Semitic and delusional conspiratorial!
2162,@user mdr c chaussure de sécurité sal mongol c pr mfoutre de la geul de l’autre,offensive,direct,anger,other,individual,@user lol c safety shoe sal mongol c pr mf***ing the other’s face
2163,depuis hier à cause de ce mongol de butler j’ai le keep energy dans la tête. c’est horrible,abusive_offensive,direct,sadness,other,individual,since yesterday because of this Mongolian Butler I have had keep energy in my head. it's horrible
2164,@user @user donc elle est nee de l'insinste je comprend pouquoi elle ressemble un mongol,offensive,indirect,shock,other,individual,@user @user so she was born from the insistence I understand why she looks like a Mongolian
2165,la journaliste d'extrême-droite #charlottedornellas discourt sur les #migrants mais est incapable de citer le moind… @url,abusive,direct,sadness_disgust,origin,other,far-right journalist #charlottedornellas talks about #migrants but is unable to cite a single… @url
2166,@user sah tu va prendre comme un attardé mais j'ai cru ct aryah zebi j'ai pas lu le pseudo,offensive,indirect,indifference,other,other,@user sah you're going to take it like a retard but I believed ct aryah zebi I didn't read the nickname
2167,j’le suis explosé le pouce comme un mongol,abusive,direct,anger_sadness,origin,asians,I blew my thumb like a Mongolian
2168,@user @user @user @user un gauchiste c'est comme le poison ça agit d'une mort lente,offensive,direct,indifference,other,left_wing_people,@user @user @user @user a leftist is like poison it acts like a slow death
2169,franchement j'ai regarder des reportage sur les renois qui vivent en corée ils tiennent pas du tout le même discour… @url,normal,direct,indifference,origin,other,"frankly I watched reports on the Renois who live in Korea, they don't give the same speech at all… @url"
2170,solveig sa fixette en bonne gauchiste elle trouvé une cause pour laquelle elle va pouvoir s'indigner à répétit… @url,disrespectful,direct,shock,origin,individual,solveig her obsession as a good leftist she found a cause for which she will be able to be outraged repeatedly… @url
2171,@user bobo islamo gauchiste féministe à maniere au moins tu l'avoues tu es une bonne pédale bien pensante quoi ^^,normal,direct,indifference,origin,other,"@user bobo islamo leftist feminist in his own way at least you admit it you are a good, right-thinking queer ^^"
2172,les renois qui mangent pas d’oignons vous mères elles vous faisaient à manger quoi ? pcq bon les oignons c’est qua… @url,offensive,direct,confusion_fear_indifference_sadness_disgust,origin,other,"the Renois who don't eat onions, what did your mothers make you eat? pcq well onions are just that… @url"
2173,@user j’ai vu quelques renois la pépom j’espère qu’un va la gérer pour qu’elle ne tweet plus jamais ces conneries,offensive,direct,confusion_indifference_disgust,other,individual,@user I saw a few Renois la pépom I hope someone will manage her so that she never tweets this bullshit again
2174,@user e r c,normal,indirect,indifference,other,other,@user e r c
2175,le nombre que j'en ai connu des rebeus gras au gros derche comme ça qui font les malins. quand t'es un jeune blanc… @url,abusive,direct,sadness,origin,arabs,the number I have known of fat rebeus with big faces like that who act smart. when you're a young white guy… @url
2176,@user @user mais* putain quel attardé,offensive,indirect,indifference_disgust,other,individual,@user @user but* damn what a retard
2177,il faudra un jour s’interroger sur la violence que c’est pour les familles homoparentales de se voir jeter l’intérê… @url,normal,direct,indifference,origin,individual,one day we will have to question the violence it is for same-sex families to have their interest thrown away… @url
2178,les poches des jeans de mec sont tellement grandes tu peux mettre une famille de renois dedans,fearful,direct,sadness,origin,other,the pockets of guy's jeans are so big you can fit a family of renois in them
2179,@user @user et si mongol,offensive,direct,shock_indifference_disgust,other,individual,@user @user and if mongolian
2180,@user @user kooooooooo « je comrpends pas il y’a des rdv? » jsplus elle avait dit quoi cette mongol,offensive,indirect,shock,other,individual,"@user @user kooooooooo “I don’t understand, are there appointments? » jsplus what did this Mongolian say"
2181,@user @user @user @user te prend pas la tete avec ses gogols tu perd ton... @url,offensive,indirect,indifference,other,individual,@user @user @user @user don't bother with these fools you're losing your... @url
2182,né le 23 septembre 1215 kubilai khan khan mongol puis empereur de chine de 1279 à 1294 († 18 février 1294),offensive,direct,sadness,origin,individual,"born September 23, 1215 kubilai khan khan mongol then emperor of china from 1279 to 1294 († february 18, 1294)"
2183,@user @user @user même si mon fils doit être un peu attardé car il commence tout juste à jou… @url,offensive,indirect,sadness,other,individual,@user @user @user even if my son must be a little retarded because he is just starting to play… @url
2184,sai ciume mongol,hateful,direct,shock,origin,asians,sai ciume mongolian
2185,@user nn mais jte jure ils en font tt un plat face à notre superbe vidéo . j’hallucine c gros mongol,offensive,direct,indifference,other,individual,@user nn but I swear they make a big deal out of it in front of our superb video. I'm hallucinating this big Mongolian
2186,@user @user @user @user non t'es juste un putain d'attardé et si c'est toi en banniere… @url,offensive,indirect,indifference,other,individual,@user @user @user @user no you're just a fucking retard and if it's you in the banner… @url
2187,@user ah bah j’ai rien dit t’es bel est bien attardé bravo à toi,abusive,direct,indifference,origin,indian/hindu,"@user ah well I didn’t say anything, you’re really retarded, well done to you"
2188,ensemble luttons contre les violences dans nos communautés,normal,direct,indifference,other,other,together let's fight against violence in our communities
2189,@user il le culot qu'ont les rebeus de cité...,offensive,indirect,shock,origin,arabs,@use he has the nerve that city rebels have...
2190,@user mais quel attarde.,abusive_offensive,indirect,fear_indifference_sadness_disgust,origin,special_needs,@user but what a delay.
2191,#chemnitz des migrants de 9 ans menacent des écoliers avec des couteaux près de l’école charles darwin… @url,fearful_abusive,direct,indifference,origin,immigrants,#chemnitz 9-year-old migrants threaten schoolchildren with knives near Charles Darwin school… @url
2192,autriche: @user dans @user dresse un inventaire des différentes mesures anti migrants prises par par le di… @url,abusive,direct,anger_sadness,origin,indian/hindu,austria: @user in @user draws up an inventory of the various anti-migrant measures taken by the di… @url
2193,@user toi t'es vraiment un gros mongol qui fait son coup de flipette. au vu de ce qui circule sur le net déso… @url,offensive,direct,shock,disability,individual,@user you are really a big Mongolian who is doing his flip. given what is circulating on the internet unfortunately… @url
2194,@user @user @user le troll néonazi qui critique le troll gauchiste,offensive,indirect,shock,origin,individual,@user @user @user the neo-Nazi troll who criticizes the leftist troll
2195,@user en 62 les arabes nous dit vous envahira sans faire la guerre c’est chose faite.....,fearful,direct,indifference,origin,african_descent,"@user in 62 the Arabs tell us they will invade you without making war, it's done....."
2196,le pavillon des réfugiés via @user @url,abusive,direct,sadness,origin,individual,the refugee pavilion via @user @url
2197,une islamo-gauchiste et un islamiste gauchiste...… @url,abusive,direct,indifference,origin,left_wing_people,an Islamo-leftist and an Islamist leftist...… @url
2198,: [@user pour votre info elle raison vous le gauchiste bien pensant !!! sortez de vos beaux quartiers !!! et p… @url,fearful,indirect,confusion_shock_indifference_disgust,other,left_wing_people,": [@user for your info she's right, you right-thinking leftist!!! get out of your nice neighborhoods!!! and p… @url"
2199,@user @user @user faut être un mongol pour frapper quelqu'un pour du ballon,offensive,indirect,anger_indifference,other,individual,@user @user @user you have to be a Mongolian to hit someone for a ball
2200,Évidement que oui puisqu’il ne vas pas dans le sens de la pensée gauchiste pro migrants etc twitter est vraiment… @url,offensive,direct,shock_indifference,other,left_wing_people,Obviously yes since it does not go in the direction of leftist pro-migrant thinking etc. Twitter is really… @url
2201,cette image est insoutenable!après cela comment être encore contre les réfugiés et les mesures prendre dans leur… @url,normal,direct,indifference,other,refugees,this image is unbearable! after that how can we still be against the refugees and the measures taken in their… @url
2202,@user bon anniversaire sale juif jtm .,abusive,direct,indifference,origin,other,@user happy birthday dirty Jew jtm.
2203,le sale arabe il ne fait plus rien. en ce moment celui qui met hors de moi c'est quand je passe à côté d'un… @url,abusive,direct,confusion_fear_shock_sadness_disgust,origin,other,the dirty Arab doesn't do anything anymore. at the moment the one that pisses me off is when I pass by a… @url
2204,mongol,abusive_disrespectful,direct,indifference,origin,individual,Mongolian
2205,c'est pas complique il ne merite qu' pour le bled meme apres la requalification d'un juge islamo gauchiste rouge @url,abusive,direct,sadness,origin,individual,it's not complicated he only deserves for the country even after the requalification of a red leftist Islamo judge @url
2206,@user bon votre video montre un mec par terre ou vous voyez une violence policière il le dégage du b… @url,abusive,direct,sadness,origin,indian/hindu,@user well your video shows a guy on the ground where you see police violence he removes him from the b… @url
2207,remarque bien des blacks et des rebeus au fhaine,abusive,direct,sadness,origin,individual,notice a lot of blacks and rebels in fhaine
2208,franchement sa vous étonne tout se bordel ? vit dans un monde avec des attardé mentale (précisément en france) c… @url,offensive,direct,shock,origin,other,"Frankly, it surprises you, everything is messy? lives in a world with mentally retarded people (specifically in France) c… @url"
2209,lucile m’a donner son syndrome pour les renois,disrespectful_normal,direct,indifference,other,african_descent,Lucile gave me her syndrome for the Renois
2210,c’est pas parce que tu parle arabe que tu est potentiellement musulman sale tocard @url,fearful,direct,disgust,origin,indian/hindu,"it’s not because you speak Arabic that you are potentially a Muslim, you dirty bastard @url"
2211,@user bienvenue dans le monde des pays arabes,offensive,direct,sadness_indifference,origin,indian/hindu,@user welcome to the world of Arab countries
2212,@user j’sais pas il est attardé wallah il pense que je suis affecté par un jv quand même,abusive_offensive,indirect,confusion_sadness_indifference_disgust,disability,individual,@user I don't know he's retarded wallah he thinks I'm affected by a JV anyway
2213,@user oui j'imagine... courage udc99 nil m'a pas directement envoye la photo j'ai eu cette chance,normal,direct,indifference,other,individual,@user yes I imagine... courage udc99 nil didn't directly send me the photo I had this chance
2214,pittsburgh : le poison de l’antisémitisme encore tué (pcf),hateful,direct,anger_confusion_sadness_indifference_disgust,origin,other,pittsburgh: the poison of anti-Semitism killed again (pcf)
2215,#macron menacé d'expulser les migrants mais cela ne se produit pas! pourquoi? parce qu'il est faible et il ne pe… @url,normal,direct,shock,other,individual,#macron threatened to expel migrants but this does not happen! Why? because he is weak and he cannot… @url
2216,@user @user bah toi tu est encore moins je te le dis. tu beau etre pede jy suis pas donc bouge a... @url,offensive,indirect,sadness,sexual_orientation,gay,"@user @user well you are even less I tell you. You may be a faggot, so I'm not, so move to... @url"
2217,la seule raison pour laquelle je veux voir milan gagner c’est pour que cet attardé de @user soit pas trop… @url,fearful,direct,anger_confusion_fear_indifference_sadness,origin,other,the only reason i want to see milan win is so that this retarded @user isn't too… @url
2218,@user @user nique ta mere toi sale juif de merde,offensive,direct,anger_indifference,religion,jews,@user @user fuck your mother you dirty Jew
2219,@user c'est l'arrivée de toute la populasse préhistorique venant du maghreb et d'afrique depuis 1960 qui est dangereuse.,fearful,direct,anger_sadness_shock_indifference_disgust,origin,individual,@user it is the arrival of all the prehistoric populace coming from the Maghreb and Africa since 1960 which is dangerous.
2220,mongol: [quand je voit la qualité des vidéos de mcfly et carlito et qu’a coté un mongol comme mohamed henni casse des tv et… @url,abusive_offensive,direct,anger_confusion_sadness_indifference_fear,origin,individual,mongolian: [when I see the quality of the videos of mcfly and carlito and that a mongol like mohamed henni breaks tvs and… @url
2221,le ministre parle d'interdire les portable au lycee vieux reflexe de gauchiste cache la poussiere sous le tapi @url,offensive,direct,sadness,origin,left_wing_people,the minister talks about banning cell phones in high schools old leftist reflex hiding the dust under the carpet @url
2222,@user ptdr ouais mais c’est ça je kiff il est réservée et tt mais quand il faut sa redeviens un sale arabe. pq il est lyonnais,abusive_offensive_hateful_disrespectful,direct,confusion_fear_shock_indifference,origin,arabs,@user ptdr yeah but that's it I love him he's reserved and all but when he has to he becomes a dirty Arab again. pq he is from Lyon
2223,c juste un mongol @url,offensive,direct,shock,disability,individual,it's just a mongolian @url
2224,euh...d'habitude je m'attarde pas et je ne l'écoute pas du coup...oh si ça serait  c'est dommage dans la même li… @url,offensive,direct,fear_indifference,origin,other,uh...usually I don't linger and I don't listen to it...oh if that would be a shame it's a shame in the same line… @url
2225,@user ils confirment que ahed soutient ( répétez après moi...) la resistance palestinienne nuance..les… @url,abusive_normal,indirect,fear_indifference,other,other,@user they confirm that ahed supports (repeat after me...) the Palestinian resistance nuance..the… @url
2226,@user m.couillard les réfugiés illégaux,fearful_offensive,direct,sadness_indifference,other,individual,@user m.couillard illegal refugees
2227,@user la 1ère étape du négationnisme est de ne pas prononcer le mot islam. il s'agit pourtant de #terrorisme… @url,offensive,indirect,indifference,religion,muslims,@user the 1st step of negationism is not to pronounce the word Islam. yet it is about #terrorism… @url
2228,prise en charge des réfugiés fuyant la guerre. @url,normal,direct,fear_shock_indifference_sadness_disgust,origin,refugees,care for refugees fleeing war. @url
2229,les renois j’ai remarqué dans vos tweets c’est vous les lovers vous vendez du rêve mais quand regarde vos actes c’est autre chose,abusive,direct,sadness,origin,other,the renois I noticed in your tweets it's you lovers you sell dreams but when you look at your actions it's something else
2230,plus de 60 villes ont déjà dit oui pour venir en aide aux réfugiés. et l… @url,normal,direct,indifference,other,refugees,more than 60 cities have already said yes to helping refugees. and the… @url
2231,@user contre l’avortement c’est pire que contre la transexualité je trouve,hateful,direct,anger_confusion_shock_indifference,origin,indian/hindu,@user against abortion is worse than against transexuality I think
2232,. @user est l'archetype du petit dictateur gauchiste avec les techniques de communication qui vont avec... @url,offensive_disrespectful_normal,indirect,indifference,other,left_wing_people,. @user is the archetype of the little leftist dictator with the communication techniques to match... @url
2233,la banque mondiale va débloquer 80 millions de dollars pour les réfugiés et les communautés d’accueil au #niger.… @url,normal,direct,anger_fear_shock_indifference_disgust,origin,indian/hindu,the world bank will release 80 million dollars for refugees and host communities in #niger.… @url
2234,@user dommage que vos parents étaient contre l'avortement. (faut-il que j'explique ? avec un qi inférieu… @url,offensive,direct,anger_confusion_fear_indifference_disgust,origin,other,@user too bad your parents were against abortion. (need I explain? with lower qi… @url
2235,@user j aime bien quand un #bobo #gauchiste commence,offensive,indirect,sadness,other,left_wing_people,@user I like it when a #bobo #leftist starts
2236,les renois de ce réseau c les meilleurs sah wallah elle m'explose mdrrrr abuser,disrespectful,direct,sadness,origin,left_wing_people,the renois of this network are the best sah wallah she explodes on me mdrrrr abuse
2237,il faut refuser d'accueillir l'aquarius qui transporte sûrement de faux migrant… @url,hateful,direct,shock,origin,individual,we must refuse to welcome the Aquarius which is surely transporting false migrants… @url
2238,mdrrr redresses tes yeux d’abord pour mieux lire les tweets des meufs renois et après tu viens l’ouvrir . merci @url,disrespectful,direct,shock,origin,african_descent,lol first straighten your eyes to better read the tweets of the girls from Rennes and then you come and open it. thanks @url
2239,@user @user dit l...attarde en question que dieu te pardonne cher ami que dieu te pardonne,normal,indirect,indifference,other,other,@user @user says the...lag in question may God forgive you dear friend may God forgive you
2240,tripoli violence rises france wants sanctions militias | reuters @url,normal,direct,shock,origin,other,tripoli violence rises france wants sanctions militias | reuters @url
2241,@user jc pa jc juste que les anciens que jconnais les rebeux c raciste renois alr que ls anciens renois ils sen foutent,normal,indirect,indifference,origin,african_descent,@user jc pa jc just that the old ones that I know the rebeux are racist in Renois although the old ones in Renois don't care
2242,quand voit le carnage de maduro le gauchiste prefere de melenchon ude4c @url,normal,direct,confusion_indifference,origin,individual,when sees the carnage of maduro melenchon's favorite leftist ude4c @url
2243,@user c’est comme si tu disais islam =terrorisme,normal,direct,indifference,origin,muslims,@user it’s like you said Islam =terrorism
2244,@user ce gros mongol est journaliste bordel,offensive,direct,anger_fear_shock_indifference_sadness,origin,asians,@user this big Mongolian is a fucking journalist
2245,ptdrrr beurk les rebeus de service comme ça la beurk beurk beurk @url,offensive,direct,indifference,origin,arabs,ptdrrr yuck the service suckers like that yuck yuck yuck @url
2246,@user @user sauf que c'est pas 100% pareil sale attardé,offensive,indirect,shock,other,individual,"@user @user except it's not 100% the same, you dirty retard"
2247,@user @user et ouais des mongol à marseille,abusive_offensive,indirect,anger_sadness_indifference_disgust,disability,special_needs,@user @user and yeah Mongolians in Marseille
2248,un jour je vais faire un livre où je vais tirer toutes les déclarations de ce mongol et je vais devenir riche @url,offensive,direct,indifference,origin,indian/hindu,one day I'm going to make a book where I'm going to take all the statements of this Mongolian and I'm going to become rich @url
2249,@user @user @user @user ils mangent pas de porc parce que quand il les tuaie... @url,normal,indirect,shock_indifference,religion,other,@user @user @user @user they don't eat pork because when it kills them... @url
2250,#pigeon #mongol #abruti #blaireau,abusive_offensive,direct,indifference,disability,other,#pigeon #mongolian #jerk #badger
2251,@user @user @user les #arabes vont surtout faire +75 millions de morts en essayant d'… @url,offensive,indirect,indifference,origin,arabs,@user @user @user the #Arabs will above all cause +75 million deaths trying to… @url
2252,hier j'ai fini la saison 1 de punisher. je crois que je n'ai jamais vu autant de violence dans une série ou un… @url,normal,direct,sadness,origin,other,yesterday I finished season 1 of punisher. I don’t think I’ve ever seen so much violence in a series or… @url
2253,@user ah bon t'es sur ? est omnivores ducon mais t'es dans une grotte ou quoi ?! est capables de @url,abusive,direct,indifference,origin,indian/hindu,@user oh well are you sure? is omnivorous stupid but are you in a cave or what?! is capable of @url
2254,pour le monstrueux meurtres des enfants dans une école juif ✡ la journaliste r. d. nous l'avons pas trop entendu mê… @url,offensive,direct,sadness,religion,jews,for the monstrous murders of children in a Jewish school ✡ journalist r. d. we haven’t heard it too much even… @url
2255,@user @user @user @user tu é mt mongol robson,offensive,direct,shock,other,individual,@user @user @user @user you are mt mongol robson
2256,non ! n'en veut pas de ces migrants économiques ! trop c'est trop . il est plus urgent d'imposer des mesures dr… @url,normal,direct,sadness,origin,immigrants,No ! don't want these economic migrants! enough is enough. it is more urgent to impose dr… @url
2257,@user 1 mongol,abusive_disrespectful,direct,sadness,disability,special_needs,@user 1 mongolian
2258,sale juif... @url,abusive,direct,sadness,origin,indian/hindu,dirty Jew... @url
2259,les rebeus et led asiats elles font tellement chavirer mon coeur,fearful,direct,anger_indifference,origin,asians,the rebeus and the asian they make my heart capsize so much
2260,@user tu ficou mongol,offensive,direct,anger_confusion_indifference_disgust,other,individual,@user tu ficou mongol
2261,viens faire un tour dans le rer avec moi le matin espèce de fils de vieille pute à migrants et je vais t'ouvrir les… @url,abusive_hateful,indirect,shock,origin,immigrants,come take a ride on the rer with me in the morning you son of an old migrant whore and I'll open your… @url
2262,@user @user je te retourne le conseil sur la véracité des infos je ne doute de la violence d'aucu… @url,normal,indirect,indifference,other,other,@user @user I return the advice to you on the veracity of the information I do not doubt the violence of any… @url
2263,@user bien sûr y’a des renois et des rebeus dans le stan smith twitter c’est juste que c’est assimilé au babtous,disrespectful,direct,confusion_indifference,origin,other,@user of course there are renois and rebeus in stan smith twitter it's just that it's assimilated to babtous
2264,@user @user bon par contre si tu sais ou elles se trouvent les nanas non gauchiste (entre 20 et 30 ans... @url,offensive,indirect,sadness_indifference,other,left_wing_people,@user @user well on the other hand if you know where the non-leftist girls are (between 20 and 30 years old... @url
2265,rafou gangsta le plus beau de tout les renois je suis le plus hlou. rafou gangsta partout même dans ton trou !!!!,abusive,direct,indifference,origin,other,rafou gangsta the most handsome of all the renois I am the holiest. rafou gangsta everywhere even in your hole!!!!
2266,@user @user y'a que les rebeus qui ont des lèvres en steak haché quand ils en mettent pas,offensive,direct,shock,origin,arabs,@user @user it's only the rebels who have lips like minced steak when they don't wear them
2267,@user @user il y’a aussi l’attardé d’ado den haag dans la sauce.,offensive,indirect,sadness_indifference,other,individual,@user @user there is also the retarded teenager den haag in the sauce.
2268,@user @user @user attends. c'est un gauchiste qui parle de fragilite? les memes qui pleuren... @url,offensive,indirect,shock,other,left_wing_people,@user @user @user wait. Is it a leftist who talks about fragility? crying memes... @url
2269,@user question: les vegan sont ils contre l'avortement ?,normal,indirect,indifference,other,other,@user question: are vegans against abortion?
2270,ya que les petites rebeus de 18ans pour critiquer les trucs qui nous font rire ou qu’on fait,offensive,indirect,sadness,origin,arabs,only 18-year-old girls can criticize things that make us laugh or that we do
2271,et l'autre attardé de prof en début des vacances il dit ''ouloulou apportez bien votre blouse va faire des expér… @url,abusive_offensive,direct,shock,other,individual,"and the other late teacher at the start of the holidays he says “ouloulou, bring your blouse, go do some experiments… @url"
2272,tu préfères aller en soirée avec l'autre con de zoonekynd où aller en cours avec l'autre mongol de mahieux? — alex… @url,normal,direct,shock,origin,individual,would you rather go to a party with the other idiot from zoonekynd or go to class with the other mongolian from mahieux? — alex… @url
2273,quand est-ce qu'on met en place des couvre feux de la violence ?,normal,direct,indifference,other,other,When do we put violence curfews in place?
2274,#guatemala : les partisans de l’élargissement de l’ #avortement ont dû se résoudre à retirer l’article d’une propos… @url,normal,direct,sadness_shock,origin,individual,#guatemala: supporters of the expansion of #abortion had to resolve to withdraw the article from a proposal… @url
2275,j’ai envie de dormir dans une yourt ( petite maison mongol) pour voir ce que ça fait .,abusive,direct,sadness,origin,other,I want to sleep in a yurt (small Mongolian house) to see what it’s like.
2276,certains vegans qui utilisent la violence pour appliquer leurs idéaux attention vous faites comme les nazis à leurs débuts.,abusive,direct,sadness,origin,other,some vegans who use violence to apply their ideals be careful you are doing like the Nazis in the beginning.
2277,mdr jacquemus il est un peu raciste des arabes moi j'dis sa jdis rien,abusive_offensive_disrespectful_hateful_normal,direct,indifference,origin,individual,lol jacquemus he's a bit racist among arabs I say it's nothing
2278,@user attitude de gauchiste l addition va etre salee. vous ne ferez rien contre la puissance du peuple,offensive,direct,sadness,origin,other,@user leftist attitude the bill is going to be steep. you will do nothing against the power of the people
2279,l’attarde du coin @url,abusive,direct,indifference,origin,other,the local resident @url
